omim_id,Description
600351,"In a large Mennonite kindred in Alberta, Canada,Smith et al. (1994)described a seemingly 'new' familial enteropathy manifested by recurrent acute, life-threatening secretory diarrhea associated with distinctive jejunal histologic changes and IgG2 subclass deficiency. Symptoms began abruptly with anorexia and vomiting, and progressed within hours to massive secretory diarrhea and shock with profound neutropenia and hypoproteinemia, including hypoalbuminemia and hypogammaglobulinemia. Affected survivors recovered quickly and thereafter grew and developed normally. Biopsy specimens obtained during remission from 3 adults and 11 children showed club-shaped jejunal villi broadened by edema and histiocytes with imbibed fluid; the overlying intestinal epithelium and brush border appeared normal, but the basement membrane was interrupted in some areas. No characteristic microorganisms had been identified in association with the syndrome. Clinical manifestations ceased in the second decade, but the abnormal jejunal histologic pattern persisted into adult life. Female and male patients were equally affected, although all fatal cases had been in female subjects. Affected individuals had a reduced serum concentration of IgG2. The pedigree published bySmith et al. (1994)showed 31 affected members. Four sibships were affected in the first of the 2 generations and 8 sibships in the second."
600467,"Malignant hyperthermia (MH) is a potentially lethal pharmacogenetic disease for which MH susceptibility (MHS) is transmitted as an autosomal dominant trait. A potentially life-threatening MH crisis is triggered by exposure to commonly used inhalational anesthetics and depolarizing muscle relaxants (summary bySudbrak et al., 1995).For a phenotypic description and a discussion of genetic heterogeneity of susceptibility to malignant hyperthermia, see MHS1 (145600)."
600496,A number sign (#) is used with this entry because of evidence that maturity-onset diabetes of the young type 3 (MODY3) is caused by heterozygous mutation in the hepatocyte nuclear factor-1-alpha gene (HNF1A;142410) on chromosome 12q24.
600631,"Nocturnal enuresis, or nightly bedwetting in children more than 7 years of age, affects about 10% of 7-year-old children, with a wide range of frequencies between populations. The affliction is often linked to major social maladjustments and occupies considerable time in general medical practice. From the age of 7, there is a spontaneous cure rate of 15% per year, such that few remain affected after the age of 16 years. There are 2 types of nocturnal enuresis: type I, the primary form (PNE), with at least 3 nightly episodes in children older than 7 years, where the child has always had the disorder, and type II, or secondary type, where the child has been dry for at least 6 months but enuresis has recurred (summary byEiberg et al., 1995).Genetic Heterogeneity of Nocturnal EnuresisENUR1 has been mapped to chromosome 13q, and ENUR2 has been mapped to chromosome 12q."
600634,"This entry was incorporated into102200on September 22, 2017."
600803,"A number sign (#) is used with this entry because of evidence that low phospholipid-associated cholelithiasis (LPAC), referred to here as gallbladder disease-1 (GBD1), is caused by homozygous or heterozygous mutation in the ABCB4 gene (171060) on chromosome 7q21."
600807,"A number sign (#) is used with this entry because multiple loci and candidate genes have been implicated in the causation of asthma and asthma-related traits (ASRT). See, e.g., ASRT1 (607277), associated with a mutation in the PTGDR gene (604687) on chromosome 14q24; ASRT2 (608584), associated with mutation in the GPRA gene (608595) on 7p15-p14; ASRT3 (609958), which has been mapped to chromosome 2p; ASRT4 (610906), which has been mapped to chromosome 1p31; and ASRT5 (611064), associated with variation in the IRAK3 gene (604459) on 12q14.3. ASRT6 (611403) is associated with markers on chromosome 17q21 and transcript levels of ORMDL3 (610075). ASRT7 (611960) is associated with polymorphism in the CHI3L1 gene (601525) on chromosome 1q32.1, and ASRT8 (613207) has been mapped to chromosome 9q33.Polymorphisms in the HNMT gene (605238) and the ADRB2 gene (109690) have also been associated with susceptibility to asthma.Balaci et al. (2007)stated that in the previous decade several loci and more than 100 genes had been found to be associated with asthma in at least 1 population."
600808,"For a general description and a discussion of genetic heterogeneity of nocturnal enuresis, see600631."
601004,"Ramirez et al. (1995)reported the occurrence of idiopathic extrahepatic portal hypertension (EHPH) due to cavernous transformation of the portal vein in a father and daughter who both had complications of portal hypertension in early childhood. In addition, the father had juvenile polyposis coli (174900)."
601042,"A number sign (#) is used with this entry because dystonia-9 (DYT9) is caused by heterozygous mutation in the SLC2A1 gene (138140), also referred to as GLUT1, on chromosome 1p34.Allelic disorders with overlapping features include GLUT1 deficiency syndrome-1 (GLUT1DS1;606777), GLUT1DS2 (612126), and idiopathic generalized epilepsy-12 (EIG12;614847)."
601208,"Field et al. (1996)used the symbol IDDM11 for a susceptibility locus for insulin-dependent diabetes mellitus located on 14q24.3-q31. The locus was identified by demonstration of significant linkage to microsatellite D14S67, using both maximum likelihood methods and affected sib pair methods. They claimed that this represented the strongest reported evidence for linkage to any IDDM locus outside the HLA region. The subset of families in which affected children did not show increased sharing of HLA genes provided most of the support for D14S67 linkage. There was significant linkage heterogeneity between the HLA-defined subsets of families, suggesting toField et al. (1996)that IDDM11 may be an important susceptibility locus in families lacking strong HLA region predisposition.Corder et al. (2001)used 'grade-of-membership' (GoM) in sib pair linkage analysis to map the IDDM11 locus to 14q24.3."
601318,"Morahan et al. (1996)mapped an insulin-dependent diabetes mellitus gene, designated IDDM13, to chromosome 2q34 on the basis of analysis of 98 affected sib pairs. The maximum lod score with D2S164 was 3.345. Using the MAP-MAKER/Sibs program, which allows multipoint linkage analysis to be performed on data collected from affected sib pairs, a peak maximum lod score was obtained in the region of the markers D2S137-D2S164.Morahan et al. (1996)noted that a predictor of IDDM is the presence of circulating islet antibodies (ICA) in first-degree relatives of affected probands; however, since not all ICA+ individuals progress to clinical disease, genes that control this phenotype (i.e., development of ICA) may act early in the process leading to diabetes mellitus.Morahan et al. (1996)performed additional multipoint linkage analyses including those sibs that had either ICA or IDDM. Results of these analyses showed that evidence for linkage increases at map positions near IDDM13, suggesting that IDDM13 controls an early event in islet cell autoimmunity.Morahan et al. (1996)postulated that identification of this gene may facilitate identification of a subset of at-risk individuals.Fox et al. (2000)found that the murine ortholog of the human IDDM13 gene (Idd13) was involved in the nonobese diabetic (NOD) mouse model along with Idd5 (600320) in the regulation of a T lymphocyte-dependent progression from a benign to a destructive stage of insulitis. This was the first demonstration of a role for individual non-MHC loci, IDD5 and IDD13, in a specific, critical step in diabetes pathogenesis, namely, T-cell recruitment to islet lesions driving destructive inflammation. The study also illustrated the importance of identifying intermediate phenotypes in complex disease pathogenesis as an approach to gene identification."
601367,"A number sign (#) is used with this entry because common variants in several genes have been associated with increased susceptibility to development of ischemic stroke (see MOLECULAR GENETICS).A locus for susceptibility to ischemic stroke has been mapped to chromosome 5q12 (STRK1;606799).Several conditions in which stroke occurs are inherited in a classic mendelian pattern. As reviewed byTournier-Lasserve (2002), these monogenic disorders have a low prevalence but a high risk for stroke in mutation carriers. The genes that have been identified include APP (104760), BRI (603904), and CST3 (604312), causing autosomal dominant amyloid angiopathies; NOTCH3 (600276), causing cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL;125310); and KRIT1 (604214), causing cavernous angioma (116860)."
601518,"A number sign (#) is used with this entry because of evidence that hereditary prostate cancer-1 (HPC1) is caused by heterozygous germline mutation in the gene encoding ribonuclease L (RNASEL;180435) on chromosome 1q25.For a general discussion of hereditary prostate cancer, see176807."
601608,"Spastic paraplegia is a progressive degenerative disorder of the central nervous system that results in spasticity affecting primarily the lower limbs without demonstrable cause except an underlying mutation demonstrated or presumed. Heterogeneity is indicated both by mode of inheritance and by clinical distinctions. Evans syndrome is the simultaneous or sequential occurrence of Coombs-positive hemolytic anemia and immune thrombocytopenia without a known underlying etiology (Evans and Duane, 1949). It is a chronic immunologic disorder with a variable clinical course.Ahmed et al. (1996)described 2 Saudi brothers aged 13 and 9 years, the offspring of first-cousin parents, who walked on their toes from an early age and were initially diagnosed as congenital spastic diplegia. Evidence of the Evans syndrome began at age 5 in the older brother and age 2.5 in the younger brother. Rapid deterioration of functional motor ability followed the development of Evans syndrome. It is noteworthy that in the family a sister had died at one year of age with intracranial hemorrhage; she was said to have had hemolytic anemia and thrombocytopenia. Further details of investigations could not be traced. Thus, 3 sibs with Evans syndrome among the offspring of a consanguineous marriage were observed, suggesting autosomal recessive inheritance. Although genetic predisposition in Evans syndrome has perhaps not been specifically noted, familial clustering of cases of autoimmune hemolytic anemia and autoimmune thrombocytopenia as individual entities is well known."
601626,"A number sign (#) is used with this entry because of evidence that acute myeloid leukemia (AML) can be caused by heterozygous mutation in the CEBPA gene (116897) on chromosome 19p13. One such family has been reported.Somatic mutations in several genes have been found in cases of AML, e.g., in the CEBPA, ETV6 (600618), JAK2 (147796), KRAS2 (190070), NRAS (164790), HIPK2 (606868), FLT3 (136351), TET2 (612839), ASXL1 (612990), IDH1 (147700), CBL (165360), DNMT3A (602769), NPM1 (164040), SF3B1 (605590), and KIT (164920) genes. Other causes of AML include fusion genes generated by chromosomal translocations; see, for example,600358and159555.Susceptibility to the development of acute myeloid leukemia may be caused by germline mutations in some genes, including GATA2 (137295), TERC (602322), and TERT (187270).AML may also be part of the phenotypic spectrum of inherited disorders, including platelet disorder with associated myeloid malignancy (FPDMM;601399), caused by mutation in the RUNX1 gene (151385), and telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT1,614742and PFBMFT2,614743), caused by mutation in the TERT or the TERC gene."
601665,"A number sign (#) is used with this entry because obesity is predominantly a polygenic and multifactorial trait. Genetic variation in some genes have been associated with susceptibility to obesity as a monogenic trait (see body mass index (BMI),606641).Autosomal recessive disorders with obesity as a predominant feature include leptin deficiency (614962), leptin receptor deficiency (614963), prohormone convertase-1 deficiency (600955), and proopiomelanocortin deficiency (609734); associated features in these disorders include hypogonadotropic hypogonadism, hypoadrenalism, and short stature.There are also syndromes associated with obesity such as Prader-Willi syndrome (176270), Bardet-Biedl syndrome (BBS; see209900), and Cohen syndrome (216550), among others.For a review of the molecular basis of obesity, seeBarsh et al. (2000).Bell et al. (2005)provided a comprehensive review of the genetics of human obesity.For a review of the molecular understanding of adaptive thermogenesis, seeLowell and Spiegelman (2000).Barness et al. (2007)reviewed the genetic, molecular, and environmental aspects of obesity and discussed the myriad associated complications, including hypertension (145500), dyslipidemia, endothelial dysfunction, type 2 diabetes mellitus (125853) and impaired glucose tolerance, acanthosis nigricans (100600), hepatic steatosis, premature puberty (see176400), hypogonadism and polycystic ovary syndrome, obstructive sleep disorder, orthopedic complications, cholelithiasis, and pseudotumor cerebri (243200)."
601666,"Delepine et al. (1997)provisionally denoted a new IDDM susceptibility locus as IDDM15, located near 6q21. Markers in this region are unlinked to HLA (142800) in female meioses but distantly linked (theta = 0.32) in male meioses. This was taken as evidence of a non-major histocompatibility complex-linked susceptibility locus. In addition to the susceptibility loci linked to HLA on 6q21 and to the insulin (176300) locus on 11p12.5 (see IDDM2;125852), 2 IDDM loci had been previously identified on 6q, denoted IDDM5 (600320) and IDDM8 (600883). The study ofDelepine et al. (1997)also provided further evidence for the existence of these 2 loci on 6q.In a genomewide scan for type 1 diabetes susceptibility in Scandinavian families, theEuropean Consortium for IDDM Genome Studies (2001)confirmed the IDDM15 locus on 6q21."
601682,"For a general phenotypic description and a discussion of genetic heterogeneity of primary open angle glaucoma (POAG), see137760."
601744,A number sign (#) is used with this entry because resistance to systemic lupus erythematosus is associated with a polymorphism in the Toll-like receptor-5 gene (TLR5;603031).
601887,A number sign (#) is used with this entry because of evidence that susceptibility to malignant hyperthermia-5 (MHS5) is conferred by heterozygous mutation in the CACNA1S gene (114208) on chromosome 1q32.
601888,"Malignant hyperthermia (MH) is a life threatening disorder triggered in susceptible individuals on exposure to commonly used inhalational anaesthetics, e.g., halothane and the depolarizing muscle relaxant suxamethonium (succinyl choline) (summary byRobinson et al., 1997)For a phenotypic description and a discussion of genetic heterogeneity of susceptibility to malignant hyperthermia, see MHS1 (145600)."
601941,"Because of previous evidence of linkage of the region of 18q12-q21 containing the Kidd blood group (111000) and the DNA marker D18S64 to type 1 diabetes (IDDM; see222100) (Hodge et al., 1981),Merriman et al. (1997)evaluated 12 informative microsatellite markers for linkage with disease by the transmission disequilibrium test (TDT) in a U.K. dataset of type 1 diabetic families (n = 195). They detected increased transmission of allele 4 of marker D18S487 to affected children (P = 0.02). Support for this result was extended to a total of 1,067 families from 4 different countries by isolating, and evaluating by TDT, 2 novel microsatellites within 70 kb of D18S487. Evidence for linkage and association was P = 5 x 10(-5) and 3 x 10(-4), respectively. There was no evidence for increased transmission of associated alleles to unaffected sibs. Analysis of an additional 390 families by TDT did not extend the evidence further, and reduced support in the total 1,457 families to P = 0.001 for linkage and P = 0.003 for association. However, evidence for linkage by affected sib pair allele sharing was strong in the second dataset; P = 3.2 x 10(-5). This IDDM locus was designated IDDM6. Heterogeneity in TDT results between datasets was, in part, accounted for by the presence of more than 1 common disease-associated haplotype (allelic heterogeneity), which confounded the analysis of individual alleles by TDT.Merriman et al. (1997)discussed the enormous challenge of identifying polygenes in a disorder such as IDDM (see222100), because of the combination of locus, allelic, and clinical heterogeneity. On the basis of their results with IDDM6, they made some recommendations for strategies. Evidence of linkage in affected sib pair families (the most common pedigree configuration in common polygenic diseases) should be sought in several different populations. The ideal family datasets are those drawn from isolated populations, such as Sardinia and Finland, or from countries such as Denmark, Sweden, Spain, Italy, or Norway, which are more homogeneous in population than the U.S. or U.K. If only 1 dataset shows positive evidence of linkage to a chromosome region, evidence of replication should be sought by collecting more families from the same country. Given consistent evidence of linkage, linkage disequilibrium should be evaluated specifically in the linked region using all available microsatellites with an appropriate level of polymorphism. The hope is that by defining different founder chromosomes in different populations, regions of strongest and most consistent linkage disequilibrium with multiple markers can be defined.Using a single microsatellite marker at each locus,Vaidya et al. (2000)screened the type 1 diabetes loci IDDM4, IDDM5, IDDM6, IDDM8 (600883), and IDDM10 (601942), as well as the fucosyltransferase-2 locus (FUT2;182100), for linkage in sib pairs with Graves disease (275000). A 2-point nonparametric linkage (NPL) score of 1.57 (P = 0.06) at the IDDM6 marker D18S41 was found, but NPL scores were less than 1.0 at the other 5 loci. The investigation of the IDDM6 locus was extended by genotyping 11 microsatellite markers spanning 48 cM across 18q12-q22 in 81 sib pairs affected with autoimmune thyroid disease (AITD; see608173). Multipoint analysis showed a peak NPL score of 3.46 (P = 0.0003) at marker D18S487. This locus is also designated AITD5."
601942,"A number sign (#) is used with this entry because of evidence that susceptibility to type 1 diabetes mellitus-10 (T1D10) is conferred by variation in the IL2RA (147730) gene on chromosome 10p15.For a general phenotypic description of type 1 diabetes mellitus, see T1D (222100)."
602068,"Tegumentary leishmaniasis due to the parasite Leishmania braziliensis occurs in 2 stages after the infected sandfly bite: (1) a primary cutaneous lesion followed by (2) a secondary mucosal involvement generally resulting in severe facial deformities. To assess genetic and environmental factors involved in the development of the cutaneous lesion,Alcais et al. (1997)performed a family study in a region of Bolivia where the disease is endemic. This study involved 118 nuclear families, each with at least 1 cutaneous affected subject; 41 families were of native origin, and 77 (designated 'migrant') had recently settled in the area. The investigators concluded that in the 77 migrant families a recessive major gene controlled the onset of the primary cutaneous lesion, with residual familial dependencies and age-genotype interaction. Penetrance estimation showed that young subjects were genetically more susceptible than older subjects, suggesting that this genetic component could concern mechanisms involved in the development of individual protection during childhood. There was a significant genetic heterogeneity according to the native or migrant origin of the families, and no major-gene effect was found in the native subsample.Leishmania parasites in Latin America cause cutaneous (CL) and mucocutaneous leishmaniasis (MCL). MCL is associated with persistent inflammatory immune responses. Parasites from MCL patients reproduce the metastatic phenotype in a hamster model. Using DNA microarray analysis and metastatic and nonmetastatic Leishmania guyanensis clones in infected and uninfected mouse bone marrow-derived macrophages,Ives et al. (2011)observed increased expression of Ccl5 (187011), Cxcl10 (147310), Ifnb (147640), Tnf (191160), and Il6 (147620) after infection with metastatic parasites compared with nonmetastatic parasites or parasites obtained from CL patients. Induction of these proinflammatory cytokines and chemokines occurred in a Tlr3 (603029)- and Trif (TICAM1;607601)-dependent manner. Metastatic L. guyanensis expressed higher levels of a Leishmania double-stranded RNA virus, LRV1, and this virus alone induced high chemokine and cytokine expression. Mice lacking Tlr3 had decreased parasite burden and footpad swelling after infection compared with wildtype mice.Ives et al. (2011)concluded that recognition of LRV1 within metastatic Leishmania parasites promotes inflammation and subverts the immune response to Leishmania, leading to parasite persistence."
602080,"A number sign (#) is used with this entry because of evidence that susceptibility to Paget disease of bone-2 (PDB2) is conferred by heterozygous mutation in the TNFRSF11A gene (603499), which encodes RANK, on chromosome 18q21.Heterozygous mutation in the TNFRSF11A gene can also cause familial expansile osteolysis (FEO;174810), which shows some overlapping features."
602096,"For a phenotypic description and a discussion of genetic heterogeneity of Alzheimer disease (AD), see104300."
602134,"For a phenotypic description and a discussion of genetic heterogeneity of essential tremor, see ETM1 (190300)."
602404,"For a phenotypic description and a discussion of genetic heterogeneity of Parkinson disease, see168600."
602439,"This entry was incorporated into601626on December 6, 2013."
602522,A number sign (#) is used with this entry because of evidence that neonatal Bartter syndrome type 4A with sensorineural deafness (BARTS4A) is caused by homozygous or compound heterozygous mutation in the BSND gene (606412) on chromosome 1p32.
603165,"Atopic dermatitis (ATOD), also known as eczema, is a common chronic pruritic inflammatory skin disease with a strong genetic component. Onset typically occurs during the first 2 years of life (review bySoderhall et al., 2007).Genetic Heterogeneity of Atopic DermatitisMany inflammatory diseases, such as atopic eczema, are genetically complex, with multiple alleles at several loci thought to be involved in their pathogenesis. Several susceptibility loci for atopic dermatitis have been identified: ATOD1 on chromosome 3q21, ATOD2 (605803) on chromosome 1q21, ATOD3 (605804) on chromosome 20p, ATOD4 (605805) on chromosome 17q25.3, ATOD5 (603165) on chromosome 13q12-q14, ATOD6 (605845) on chromosome 5q31-q33, ATOD7 (613064) on chromosome 11q13.5, ATOD8 (613518) on chromosome 4q22.1, and ATOD9 (613519) on chromosome 3p24."
603266,"On the basis of a genomic search for linkage,Verge et al. (1998)concluded that a locus contributing to type I diabetes in a large Bedouin Arab family was located on 10q25. The family contained 19 affected relatives all of whom carried 1 or 2 high-risk HLA-DR3 haplotypes that were rarely found in other family members. One chromosome 10 haplotype, the B haplotype, was transmitted from a heterozygous parent to 13 of 13 offspring compared to 10 of 23 unaffected sibs. Recombination events occurring on this haplotype placed the susceptibility locus in an 8-cM interval between D10S1750 and D10S1773. Two adjacent markers, D10S592 and D10S554, showed evidence of linkage disequilibrium with the disease locus. These 2 markers and the closest flanking markers were contained in a 1,240-kb YAC, a region small enough to make positional cloning feasible. Six of 14 or more IDDM loci previously reported in studies of Caucasian affected sib pairs (Luo et al., 1996) met the suggested criteria for confirmed linkage (Lander and Kruglyak, 1995), but none of these loci corresponded to the locus at 10q25. These 6 loci were IDDM1 (222100), linked to HLA, IDDM2 (125852), linked to the INS gene (176730), IDDM4 (600319) at 11q13, IDDM5 (600320) at 6q25, IDDM8 (600883) at 6q27, and IDDM12 (601388) at 2q33 where linkage disequilibrium with the CTLA4 locus (123890) has been found.Verge et al. (1998)commented that Bedouin Arabs living in Israel showed a remarkably low overall frequency of diabetes compared with Israeli Jews, yet Bedouin Arab tribes with multiple affected members are not uncommon."
603388,"For a phenotypic description and a discussion of genetic heterogeneity of Graves disease, see275000."
604302,A number sign (#) is used with this entry because multiple factors influence the susceptibility to systemic juvenile rheumatoid arthritis. Polymorphisms in the IL6 (147620.0001) and in the MIF gene (153620.0001) have been found to be associated with susceptibility to the disorder.Glass and Giannini (1999)reviewed juvenile rheumatoid arthritis as a complex genetic trait.
604416,"A number sign (#) is used with this entry because of evidence that pyogenic sterile arthritis, pyoderma gangrenosum, and acne (PAPA) is caused by heterozygous mutation in the PSTPIP1 gene (606347) on chromosome 15q24.Mutation in the PSTPIP1 gene can also cause autoinflammatory syndrome with cytopenia, hyperzincemia, and hypercalprotectinemia (AICZC;601979)."
604827,"For a phenotypic description and a discussion of genetic heterogeneity of idiopathic generalized epilepsy (IGE), see600669.Juvenile myoclonic epilepsy (JME; see254770) is a form of idiopathic generalized epilepsy."
605021,"A number sign (#) is used with this entry because familial infantile myoclonic epilepsy is caused by homozygous or compound heterozygous mutation in the TBC1D24 gene (613577) on chromosome 16p13.Mutation in the TBC1D24 gene can also cause developmental and epileptic encephalopathy-16 (DEE16;615338), a more severe disorder."
605055,"Leuba et al. (2000)described a Swiss family whose members presented with standard clinical and neuropathologic features of Alzheimer disease (104300) and, in particular, severe neurofibrillary tangle degeneration present in the hippocampus and in several cortical areas, together with a large number of beta-amyloid deposits and senile plaques. The brain pathology of 5 deceased members of this family, from 2 generations, represented a coexisting beta-amyloid and prion protein (PrP;176640) pathology. Frequent beta-amyloid-positive senile plaques were observed, together with senile plaques stained by the monoclonal antibody against PrP(106-126). In all 5 cases, the cerebral cortex showed spongiform changes, mainly in the superficial layers, with some degree of gliosis. Successive sections showed that both beta-amyloid- and PrP-positive senile plaques were deposited in all layers of the frontal and temporal cortex. More than 50% of senile plaques were immunopositive for both beta-amyloid and PrP(106-126) antibodies. The proportion of senile plaques marked for each antibody alone was smaller, and, in particular, senile plaques marked for PrP(106-126) represented only 5 to 10% of the whole population."
605218,"For a general phenotypic description and a discussion of genetic heterogeneity of systemic lupus erythematosus, see152700."
605480,"For a phenotypic description and a discussion of genetic heterogeneity of systemic lupus erythematosus, see152700.Gray-McGuire et al. (2000)presented the result of a genome scan of 126 pedigrees with 2 or more cases of SLE, including 469 sib pairs (affected and unaffected) and 175 affected relative pairs. Using the revised multipoint Haseman-Elston regression technique for concordant and discordant sib pairs and a conditional logistic regression technique for affected relative pairs, they identified linkage to chromosome 4p16-p15.2 (p = 0.0003, lod = 3.84) and presented evidence of an epistatic interaction between 4p16-p15.2 and chromosome 5p15 in European American families. Using data from an independent pedigree collection, they confirmed the linkage to 4p16-p15.2 in European American families. The most significant linkage that they found in the African American subset was to the previously identified region on 1q (SLEB1;601744).Nath et al. (2002)found that lod scores were higher when linkage analysis was confined to families in which at least 1 SLE patient was diagnosed with the presence of neuropsychiatric manifestations such as seizures and psychosis. The authors stated that the segregation behavior of this linked locus suggested a dominant mode of inheritance with an almost 100% homogeneous genetic effect in these pedigrees.Xing et al. (2007)reanalyzed the 77 European American families consisting of 301 full sib pairs previously studied byGray-McGuire et al. (2000)and confirmed significant linkage at 4p (p = 0.000087). The linkage signal at 4p16 was replicated in another cohort of 76 European American families consisting of 221 full sib pairs (p = 0.0047). Two-point and multipoint model-based linkage analyses in all 153 families yielded maximum lod scores of 3.51 and 4.84 at D4S3007, respectively, under a recessive model with penetrance of 0.8. Haplotype analysis using densely spaced microsatellite markers in the linkage region localized the potential SLE susceptibility locus telomeric to D4S2928. A genomewide linkage scan revealed significant interaction between 4p16 and 2p11 (p = 0.003) and 19q13 (p = 0.0094), with marginal interaction at 12q24 (p = 0.066)."
605526,"Alzheimer disease (AD) is a neurodegenerative disorder characterized by subtle onset of memory loss followed by a slowly progressive dementia. The great majority of AD cases are of late onset (LOAD) after age 65 years. LOAD shows complex, nonmendelian patterns of inheritance, and most likely results from the combined effects of variation in a number of genes as well as from environmental factors (summary byGrupe et al., 2006).The Alzheimer disease-6 (AD6) designation refers to a susceptibility locus on chromosome 10q. Although significant associations with several candidate genes on chromosome 10 have been reported, these findings have not been consistently replicated, and they remain controversial (Grupe et al., 2006).For a discussion of genetic heterogeneity of Alzheimer disease, see104300."
605804,"For a clinical description of atopic dermatitis and an overview of linkage studies, see603165.Cookson et al. (2001)examined 148 nuclear families with atopic dermatitis, asthma, or atopic dermatitis and asthma and found linkage for asthma alone or asthma with atopic dermatitis to chromosome 20p at markers D20S115. Linkage of both atopic dermatitis and asthma was not greatly different from that of children with asthma alone, indicating that the combination of atopic dermatitis and asthma may correspond to a genetic subtype of disease."
605805,"For a clinical description of atopic dermatitis and an overview of linkage studies, see603165."
605839,"This entry was incorporated to150800on August 11, 2011."
605841,"For a phenotypic description and a discussion of genetic heterogeneity of narcolepsy, see161400."
605844,"For a clinical description of atopic dermatitis and an overview of linkage studies, see603165."
606054,"A number sign (#) is used with this entry because propionic acidemia is caused by mutation in the genes encoding propionyl-CoA carboxylase, PCCA (232000) or PCCB (232050). Cells from patients with mutations in the PCCA gene fall into complementation group pccA. Cells from patients with mutations in the PCCB gene fall into complementation group pccBC. Mutations in the pccB subgroup occur in the N terminus of the PCCB gene, which includes the biotin-binding site, whereas mutations in the pccC subgroup occur in the C terminus of the PCCB gene (Fenton et al., 2001)."
606324,"A number sign (#) is used with this entry because autosomal recessive early-onset Parkinson disease-7 (PARK7) is caused by homozygous or compound heterozygous mutation in the DJ1 (PARK7) gene (602533) on chromosome 1p36.A digenic form of Parkinson disease (see605909) resulting from a mutation in the DJ1 gene and a mutation in the PINK1 gene has been reported.For general phenotypic information and a discussion of genetic heterogeneity of Parkinson disease, see168600."
606369,"Nokelainen et al. (2001)described 2 brothers, aged 9 and 11 years, with severe mental retardation of unknown origin who shared several physical anomalies including large round head, small concave nose, downslanted palpebral fissures, and gingival hyperplasia. In addition to relative macrocephaly, magnetic resonance imaging showed severe cerebral atrophy, especially in the frontotemporal regions. The brothers also had a thin corpus callosum and atrophic caudate nuclei. The reduced white matter showed patchy periventricular signal intensity changes. The lateral and third ventricles were large, and the fourth ventricle was of normal size. The boys had large cisterna magna, communicating widely with the fourth ventricle, but no vermian hypoplasia. Both boys had Lennox-Gastaut spectrum type epilepsy. No chromosomal anomalies were found. Some of the clinical findings resembled fetal alcohol effects/fetal alcohol syndrome, which was also suggested by history. The severe epilepsy in the brothers was of multiple seizure type (especially myoclonic), necessitating polytherapy.Nokelainen et al. (2001)suggested that these brothers had an unidentified inherited syndrome, possibly modified by fetal alcohol exposure, which they referred to as an inherited encephalopathy. The extent of the exposure to alcohol was not detailed; however, it was thought that many of the features were not explained by fetal alcohol syndrome, including macrocephaly. The disease had progressed slowly during the first decade of life. The patients were Finnish, but none of the features satisfied those of any of the identified 'Finnish diseases.'"
606703,A number sign (#) is used with this entry because of evidence that autosomal dominant dyskinesia with orofacial involvement (DSKOD) is caused by heterozygous mutation in the ADCY5 gene (600293) on chromosome 3q21.Biallelic mutation in the ADCY5 gene can also cause similar recessive movement disorders: see DSKOR (619647) and the more severe NEDHYM (619651).
606764,A number sign (#) is used with this entry because of evidence that gastrointestinal stromal tumor (GIST) can be caused by heterozygous germline mutation in the KIT gene (164920) on chromosome 4q12. GISTs are also seen in patients with somatic mutation in the KIT gene.Rare cases of GIST have been reported with germline mutation in the SDHB gene (185470) on chromosome 1p36 and the SDHC gene (602413) on chromosome 1q23.
606798,A number sign (#) is used with this entry because of evidence that susceptibility to benign essential blepharospasm (primary focal dystonia affecting the orbicularis oculi muscles) may be associated with a polymorphic microsatellite marker 5-prime to the dopamine receptor DRD5 gene (126453) on chromosome 4p16.
606889,"A number sign (#) is used with this entry because Alzheimer disease-4 (AD4) is caused by heterozygous mutation in the presenilin-2 gene (PSEN2;600759) on chromosome 1q42.For a phenotypic description and a discussion of genetic heterogeneity of Alzheimer disease, see104300."
607060,"A number sign (#) is used with this entry because autosomal dominant Parkinson disease-8 (PARK8) is caused by heterozygous mutation in the LRRK2 gene (609007), which encodes dardarin, on chromosome 12q12.For a phenotypic description and a discussion of genetic heterogeneity of Parkinson disease, see PD (168600).Some patients with mutations in the LRRK2 gene may be classified as having Lewy body disease or Lewy body dementia (127750) or various forms of frontotemporal dementia (FTD;600274).Dachsel and Farrer (2010)provided a review of the LRRK2 gene and its role in Parkinson disease."
607154,A number sign (#) is used with this entry because susceptibility to allergic rhinitis has been associated with polymorphisms in the IL13 gene (147683) on chromosome 5q31.
607202,"Celiac disease, also known as celiac sprue and gluten-sensitive enteropathy, is a multifactorial disorder of the small intestine that is influenced by both environmental and genetic factors. It is characterized by malabsorption resulting from inflammatory injury to the mucosa of the small intestine after the ingestion of wheat gluten or related rye and barley proteins (summary byFarrell and Kelly, 2002).For additional information and a discussion of genetic heterogeneity of celiac disease, see212750."
607225,A number sign (#) is used with this entry because of evidence that a subset of infantile-onset ascending hereditary spastic paralysis (IAHSP) is caused by homozygous or compound heterozygous mutation in the alsin gene (ALS2;606352) on chromosome 2q33.Mutations in the same gene cause juvenile amyotrophic lateral sclerosis (205100) and juvenile primary lateral sclerosis (606353).
