db_id,Description
DB01063,Acetophenazine is an antipsychotic drug of moderate-potency. It is used in the treatment of disorganized and psychotic thinking. It is also used to help treat false perceptions (e.g. hallucinations or delusions). It primarily targets the dopamine D2 receptor.
DB01064,"Isoprenaline is a non-selective beta adrenergic receptor agonist indicated to treat heart block, Adams-Stokes attacks, bronchospasm in anesthesia, cadiac arrest, hypovolemic shocks, septic shock, hypoperfusion, congestive hear failure, and cardiogenic shock.[A15638,L33160]

Isoprenaline research in the 1940s found that this isopropyl analog of epinephrine dilated the bronchi, as well as raising the heart rate and cardiac output, without vasoconstriction.[A233724,A233729] The US patent from 1943 states that this compound had a wider therapeutic index and a stronger action than [adrenaline].[L33204]

Isoprenaline was granted FDA approval on 19 February 1948.[L33155]"
DB01067,"Glipizide is an oral hypoglycemic agent in the second-generation sulfonylurea drug class that is used to control blood sugar levels in patients with type 2 diabetes mellitus. It was first introduced in 1984 [A179491] and is available in various countries including Canada and the U.S. According to the 2018 Clinical Practice Guidelines by Diabetes Canada, sulfonylurea drugs are considered a second-line glucose-lowering therapy following metformin.[L6712] Because sulfonylureas require functional pancreatic beta cells for their therapeutic effectiveness, sulfonylureas are more commonly used for early-stage type 2 diabetes when there is no progressed pancreatic failure.[T28] Compared to the first-generation sulfonylureas, such as [tolbutamide] and [chlorpropamide], second-generation sulfonylureas contain a more non-polar side chain in their chemical structure, which enhances their hypoglycemic potency.[A179488] Compared to other members of the sulfonylurea drug group, glipizide displays rapid absorption and onset of action with the shortest half-life and duration of action, reducing the risk for long-lasting hypoglycemia that is often observed with blood glucose-lowering agents.[A179485] Glipizide was first approved by the FDA in 1994 and is available in extended-release tablets under the brand name Glucotrol®, as well as in combination with metformin under the brand name Metaglip®."
DB01068,"A benzodiazepine used to treat various seizures, including myotonic or atonic seizures, photosensitive epilepsy, and absence seizures, although tolerance may develop.[FDA Label][L5572,F3763,F3787,F3796] The agent has also been indicated for treating panic disorder.[FDA Label][A175438,L5572,F3763,F3787,F3796] The mechanism of action appears to involve the enhancement of gamma-aminobutyric acid receptor responses.[FDA Label][A175438,A175441,L5572,F3763,F3787,F3796]

Since being first patented in 1960 and then released for sale from Roche in the US in 1975,[T469,T472] clonazepam has experienced a storied history in the treatment of the aforementioned medical conditions. Now available as a generic medication, the agent continues to see exceptionally high use as millions of prescriptions are written for the medication internationally every year. Unfortunately, however, like most benzodiazepines, clonazepam use has also been associated with recreational use and drug abuse.[FDA Label][L5572,F3763,F3787,F3796]"
DB01069,"Promethazine, originally known as 3,277 R.P., is an N-dimethylaminopropyl derivative of [phenothiazine] that was developed in France in 1946.[A189901] Promethazine antagonizes a variety of receptors, allowing it to be used for a number of indications including allergic reactions, pain, sedation, nausea, and vomiting.[A189907,A190153,A190159,A190150,A190171]

Promethazine was granted FDA approval before 29 March 1951.[A190177,L4000]"
DB01070,A vitamin D that can be regarded as a reduction product of vitamin D2.
DB01072,"Atazanavir (formerly known as BMS-232632) is an antiretroviral drug of the protease inhibitor (PI) class. Like other antiretrovirals, it is used to treat infection of human immunodeficiency virus (HIV). Atazanavir is distinguished from other PIs in that it can be given once daily (rather than requiring multiple doses per day) and has lesser effects on the patient's lipid profile (the amounts of cholesterol and other fatty substances in the blood). Like other protease inhibitors, it is used only in combination with other HIV medications. The U.S. Food and Drug Administration (FDA) approved atazanavir on June 20, 2003."
DB01073,Fludarabine is a chemotherapeutic agent used in the treatment of hematological malignancies. It is commonly marketed under the brand name Fludara.
DB01075,"Diphenhydramine - perhaps known most commonly as its brand name formulation Benadryl - is a first-generation H1 receptor antihistamine that is used extensively for the treatment of seasonal allergies, insect bites and stings, and rashes [L5263, L5266, L5269, F3379]. However, it also has antiemetic, antitussive, hypnotic, and antiparkinson properties [L5269, F3352]. As histamine receptors exist both peripherally and in the central nervous system, diphenhydramine has been shown to cause sedation due to its competitive antagonism of histamine H1 receptors within the central nervous system [L5263, L5266, L5269, F3379, A174541]. While its use in allergy therapy can sometimes fall out of favor due to its sedative effect, diphenhydramine has been repurposed for use within many non-prescription over-the-counter sleep aids and cough-and-cold medications that have been marketed for ""night time"" use [L5263, L5281, L5287]. 

Diphenhydramine is also used in combination with [DB14132] as the anti-nausea drug [DB00985] where it is utilized primarily for its antagonism of H1 histamine receptors within the vestibular system [A1540].

Diphenhydramine has also been shown to be implicated in a number of neurotransmitter systems that affect behaviour including dopamine, norepinephrine, serotonin, acetylcholine, and opioid [A1539]. As a result, diphenhydramine is being investigated for its anxiolytic and anti-depressant properties."
DB01076,"Atorvastatin (Lipitor®), is a lipid-lowering drug included in the statin class of medications. By inhibiting the endogenous production of cholesterol in the liver, statins lower abnormal cholesterol and lipid levels, and ultimately reduce the risk of cardiovascular disease. More specifically, statin medications competitively inhibit the enzyme hydroxymethylglutaryl-coenzyme A (HMG-CoA) Reductase,[A181421] which catalyzes the conversion of HMG-CoA to mevalonic acid. This conversion is a critical metabolic reaction involved in the production of several compounds involved in lipid metabolism and transport, including cholesterol, low-density lipoprotein (LDL) (sometimes referred to as ""bad cholesterol""), and very-low-density lipoprotein (VLDL). Prescribing statins is considered standard practice for patients following any cardiovascular event, and for people who are at moderate to high risk of developing cardiovascular disease. The evidence supporting statin use, coupled with minimal side effects and long term benefits, has resulted in wide use of this medication in North America.[A181087, A181406]

Atorvastatin and other statins including [lovastatin], [pravastatin], [rosuvastatin], [fluvastatin], and [simvastatin] are considered first-line treatment options for dyslipidemia.[A181087, A181406] The increasing use of this class of drugs is largely attributed to the rise in cardiovascular diseases (CVD) (such as heart attack, atherosclerosis, angina, peripheral artery disease, and stroke) in many countries.[A181084] An elevated cholesterol level (elevated low-density lipoprotein (LDL) levels in particular) is a significant risk factor for the development of CVD.[A181087,A181553] Several landmark studies demonstrate that the use of statins is associated with both a reduction in LDL levels and CVD risk.[A181090,A181093,A181096,A181427,A181475,A181538] Statins were shown to reduce the incidences of all-cause mortality, including fatal and non-fatal CVD, as well as the need for surgical revascularization or angioplasty following a heart attack.[A181087, A181406] Some evidence has shown that even for low-risk individuals (with <10% risk of a major vascular event occurring within five years) statin use leads to a 20%-22% relative reduction in the number of major cardiovascular events (heart attack, stroke, coronary revascularization, and coronary death) for every 1 mmol/L reduction in LDL without any significant side effects or risks.[A181397, A181403]

Atorvastatin was first synthesized in 1985 by Dr. Bruce Roth and approved by the FDA in 1996.[T568] It is a pentasubstituted pyrrole [A177415] formed by two contrasting moieties with an achiral heterocyclic core unit and a 3,5-dihydroxypentanoyl side chain identical to its parent compound.[T571] Unlike other members of the statin group, atorvastatin is an active compound and therefore does not require activation.[A177436]"
DB01080,"Vigabatrin is an analog of gamma-aminobutyric acid ([GABA]), the main inhibitory neurotransmitter in the central nervous system, used in the treatment of refractory seizures and infantile spasms.[L13616] It irreversibly inhibits the enzyme responsible for GABA metabolism, thereby increasing levels of circulating GABA. Although administered as a racemic mixture, only the S(+) enantiomer is pharmacologically active.[A202037]

It was first introduced as an antiepileptic agent in the United Kingdom in 1989 and was used extensively until 1997, when an association with vision loss became apparent.[A202124] Its use is now generally reserved for patients who have failed alternative therapies, and its US approval by the FDA in 2009 mandated the creation of a drug registry to monitor patients for visual deficits.[L13661,A202124]"
DB01083,"The global prevalence of obesity is increasing rapidly. Obesity-related complications lead to significant personal and economic burden by reducing quality of life and increasing the cost of healthcare.  In some individuals, diet and exercise are insufficient to maintain weight loss, and pharmacological or surgical intervention is required.[A229928]

Orlistat is a lipase inhibitor used in the treatment of obesity that works by inhibiting fat-metabolizing enzymes. It was approved by the FDA for use in combination with a reduced-calorie diet in 1999.[L11130] This drug is a generally well-tolerated and effective weight-loss aid and is now available in both over-the-counter[L31963] and prescription preparations, depending on the dosage quantity.[L11130]"
DB01085,"A naturally occurring alkaloid derived from the _Pilocarpus_ plants, pilocarpine is a muscarinic acetylcholine agonist.[A262016, A262036] Pilocarpine is associated with parasympathomimetic effects by selectively working on muscarinic receptors.[A262036] Pilocarpine is used to treat dry mouth and various ophthalmic conditions, including elevated intraocular pressure and glaucoma. The usage of glaucoma by pilocarpine dates back to 1875.[A262041]"
DB01086,"Benzocaine is an ester local anesthetic that acts by preventing transmission of impulses along nerve fibers and at nerve endings.[A231219] It is commonly used for local anesthesia in many over the counter products.[L32454,L32459,L32464] Benzocaine was first used for local anesthesia in dentistry.[A231259]"
DB01088,Iloprost is a mimetic of prostacyclin (PGI2; epoprostenol). Iloprost consists of a mixture of the 4R and 4S diastereoisomers at a ratio of approximately 53:47.[L50146] It is a potent vasodilator with reported anti-thrombotic properties.[A263316]
DB01095,"Fluvastatin is an antilipemic agent that competitively inhibits hydroxymethylglutaryl-coenzyme A (HMG-CoA) reductase. HMG-CoA reductase catalyzes the conversion of HMG-CoA to mevalonic acid, the rate-limiting step in cholesterol biosynthesis. Fluvastatin belongs to a class of medications called statins and is used to reduce plasma cholesterol levels and prevent cardiovascular disease. It is also the first entirely synthetic HMG-CoA reductase inhibitor and is structurally distinct from the fungal derivatives of this therapeutic class. Fluvastatin is a racemate comprising equimolar amounts of (3R,5S)- and (3S,5R)-fluvastatin."
DB01098,"Rosuvastatin, also known as the brand name product Crestor, is a lipid-lowering drug that belongs to the statin class of medications, which are used to lower the risk of cardiovascular disease and manage elevated lipid levels by inhibiting the endogenous production of cholesterol in the liver. More specifically, statin medications competitively inhibit the enzyme hydroxymethylglutaryl-coenzyme A (HMG-CoA) Reductase,[A181421] which catalyzes the conversion of HMG-CoA to mevalonic acid and is the third step in a sequence of metabolic reactions involved in the production of several compounds involved in lipid metabolism and transport including cholesterol, low-density lipoprotein (LDL) (sometimes referred to as ""bad cholesterol""), and very low-density lipoprotein (VLDL). Prescribing of statin medications is considered standard practice following any cardiovascular events and for people with a moderate to high risk of development of CVD, such as those with Type 2 Diabetes. The clear evidence of the benefit of statin use coupled with very minimal side effects or long term effects has resulted in this class becoming one of the most widely prescribed medications in North America.[A181087, A181406]

Rosuvastatin and other drugs from the statin class of medications including [atorvastatin], [pravastatin], [simvastatin], [fluvastatin], and [lovastatin] are considered first-line options for the treatment of dyslipidemia.[A181087, A181406] This is largely due to the fact that cardiovascular disease (CVD), which includes heart attack, atherosclerosis, angina, peripheral artery disease, and stroke, has become a leading cause of death in high-income countries and a major cause of morbidity around the world.[A181084] Elevated cholesterol levels, and in particular, elevated low-density lipoprotein (LDL) levels, are an important risk factor for the development of CVD.[A181087,A181553] Use of statins to target and reduce LDL levels has been shown in a number of landmark studies to significantly reduce the risk of development of CVD and all-cause mortality.[A181090,A181093,A181096,A181427,A181475,A181538] Statins are considered a cost-effective treatment option for CVD due to their evidence of reducing all-cause mortality including fatal and non-fatal CVD as well as the need for surgical revascularization or angioplasty following a heart attack.[A181087, A181406] Evidence has shown that even for low-risk individuals (with <10% risk of a major vascular event occurring within 5 years) statins cause a 20%-22% relative reduction in major cardiovascular events (heart attack, stroke, coronary revascularization, and coronary death) for every 1 mmol/L reduction in LDL without any significant side effects or risks.[A181397, A181403]

While all statin medications are considered equally effective from a clinical standpoint, rosuvastatin is considered the most potent; doses of 10 to 40mg rosuvastatin per day were found in clinical studies to result in a 45.8% to 54.6% decreases in LDL cholesterol levels, which is about three-fold more potent than [atorvastatin]'s effects on LDL cholesterol.[A181409,A1793] However, the results of the SATURN trial[A181427] concluded that despite this difference in potency, there was no difference in their effect on the progression of coronary atherosclerosis.

Rosuvastatin is also a unique member of the class of statins due to its high hydrophilicity which increases hepatic uptake at the site of action, low bioavailability, and minimal metabolism via the Cytochrome P450 system.[A181523] This last point results in less risk of drug-drug interactions compared to [atorvastatin], [lovastatin], and [simvastatin], which are all extensively metabolized by Cytochrome P450 (CYP) 3A4, an enzyme involved in the metabolism of many commonly used drugs.[A181460] Drugs such as [ciclosporin], [gemfibrozil], and some antiretrovirals are more likely to interact with this statin through antagonism of OATP1B1 organic anion transporter protein 1B1-mediated hepatic uptake of rosuvastatin.[F4649, F4652]"
DB01099,A fluorinated cytosine analog that is used as an antifungal agent.
DB01101,"Capecitabine is an orally-administered chemotherapeutic agent used in the treatment of metastatic breast and colorectal cancers. Capecitabine is a prodrug, that is enzymatically converted to fluorouracil (antimetabolite) in the tumor, where it inhibits DNA synthesis and slows growth of tumor tissue."
DB01104,"Sertraline is a popular antidepressant medication commonly known as a selective serotonin reuptake inhibitor (SSRI), and is similar to drugs such as [Citalopram] and [Fluoxetine]. Despite marked structural differences between compounds in this drug class, SSRIs exert similar pharmacological effects.

Several weeks of therapy with sertraline may be required before beneficial effects are noticed. Sertraline displays enhanced safety or tolerability than other classes of antidepressants, which frequently cause high levels of drowsiness, dizziness, blurred vision, and other undesirable effects.[A1846,A187075,T28]"
DB01105,"Sibutramine (trade name Meridia in the USA, Reductil in Europe and other countries), usually as sibutramide hydrochloride monohydrate, is an orally administered agent for the treatment of obesity. It is a centrally acting stimulant chemically related to amphetamines thus it is classified as a Schedule IV controlled substance in the United States. In October 2010, Sibutramine was withdrawn from Canadian and U.S. markets due to concerns that the drug increases the risk of heart attack and stroke in patients with a history of heart disease."
DB01109,"Unfractionated heparin (UH) is a heterogenous preparation of anionic, sulfated glycosaminoglycan polymers with weights ranging from 3000 to 30,000 Da. It is a naturally occurring anticoagulant released from mast cells. It binds reversibly to antithrombin III (ATIII) and greatly accelerates the rate at which ATIII inactivates coagulation enzymes thrombin (factor IIa) and factor Xa. UH is different from low molecular weight heparin (LMWH) in the following ways: the average molecular weight of LMWH is about 4.5 kDa whereas it is 15 kDa for UH; UH requires continuous infusions; activated partial prothrombin time (aPTT) monitoring is required when using UH; and UH has a higher risk of bleeding and higher risk of osteoporosis in long term use. Unfractionated heparin is more specific than LMWH for thrombin. Furthermore, the effects of UH can typically be reversed by using protamine sulfate."
DB01110,"Miconazole is a broad-spectrum azole antifungal with some activity against Gram-positive bacteria as well.[A203636] It is widely used to treat mucosal yeast infections, including both oral and vaginal infections; although intravenous miconazole is no longer available, a wide variety of suppositories, creams, gels, and tablet-based products are available.[L14021, L14024, L14027, L14033, L14396] Miconazole is thought to act primarily through the inhibition of fungal CYP450 14α-lanosterol demethylase activity.[A203636, A203639]

Miconazole was first synthesized in 1969 and first granted FDA approval on January 8, 1974, for sale by INSIGHT Pharmaceuticals as a topical cream.[A214523, L14021] It is currently available as a variety of prescription and over the counter products. Despite having been in clinical use for an extended period, resistance to miconazole among susceptible organisms is relatively low.[A203636]"
DB01113,"An alkaloid found in opium but not closely related to the other opium alkaloids in its structure or pharmacological actions. It is a direct-acting smooth muscle relaxant used in the treatment of impotence and as a vasodilator, especially for cerebral vasodilation. The mechanism of its pharmacological actions is not clear, but it apparently can inhibit phosphodiesterases and it may have direct actions on calcium channels."
DB01115,"Nifedipine, or BAY a 1040, is a first generation dihydropyridine L-type calcium channel blocker, similar to [nicardipine].[A190210,A190273,A175390,L11383] Nifedipine was developed by Bayer and first described in the literature, along with other dihydropyridines, in 1972.[A175390,A190276] Since nifedipine's development, second and third generation dihydropyridines have been developed with slower onsets and longer durations of action.[A190273] The most popular of the third generation dihydropyridines is [amlodipine].[A190273]

Nifedipine was granted FDA approval on 31 December 1981.[L11383]"
DB01118,"Amiodarone is a benzofuran derivative, anti-arrhythmic drug used commonly in a variety of settings.[A36817] Most known for its approved indication in life-threatening ventricular arrhythmias, it is also used off-label in the outpatient and inpatient setting for atrial fibrillation. Because of its ability to cause serious toxicity and possibly death, amiodarone use should be reserved for its approved indications, according to prescribing information.[L3561,L11265,L11286]"
DB01120,"Gliclazide is an oral antihyperglycemic agent used for the treatment of non-insulin-dependent diabetes mellitus (NIDDM). It has been classified differently according to its drug properties in which based on its chemical structure, gliclazide is considered a first-generation sulfonylurea due to the structural presence of a sulfonamide group able to release a proton and the presence of one aromatic group.[A39546] On the other hand, based on the pharmacological efficacy, gliclazide is considered a second-generation sulfonylurea which presents a higher potency and a shorter half-life.[T238, T360] Gliclazide belongs to the sulfonylurea class of insulin secretagogues, which act by stimulating &beta; cells of the pancreas to release insulin. Sulfonylureas increase both basal insulin secretion and meal-stimulated insulin release. Medications in this class differ in their dose, rate of absorption, duration of action, route of elimination and binding site on their target pancreatic &beta; cell receptor. Sulfonylureas also increase peripheral glucose utilization, decrease hepatic gluconeogenesis and may increase the number and sensitivity of insulin receptors. Sulfonylureas are associated with weight gain, though less so than insulin. Due to their mechanism of action, sulfonylureas may cause hypoglycemia and require consistent food intake to decrease this risk. The risk of hypoglycemia is increased in elderly, debilitated and malnourished individuals. Gliclazide has been shown to decrease fasting plasma glucose, postprandial blood glucose and glycosolated hemoglobin (HbA1c) levels (reflective of the last 8-10 weeks of glucose control). Gliclazide is extensively metabolized by the liver; its metabolites are excreted in both urine (60-70%) and feces (10-20%)."
DB01122,Ambenonium is a cholinesterase inhibitor. It is used in the management of myasthenia gravis.
DB01124,"Tolbutamide is an oral antihyperglycemic agent used for the treatment of non-insulin-dependent diabetes mellitus (NIDDM). It is structurally similar to acetohexamide, chlorpropamide and tolazamide and belongs to the sulfonylurea class of insulin secretagogues, which act by stimulating β cells of the pancreas to release insulin. Sulfonylureas increase both basal insulin secretion and meal-stimulated insulin release. Medications in this class differ in their dose, rate of absorption, duration of action, route of elimination and binding site on their target pancreatic β cell receptor. Sulfonylureas also increase peripheral glucose utilization, decrease hepatic gluconeogenesis and may increase the number and sensitivity of insulin receptors. Sulfonylureas are associated with weight gain, though less so than insulin. Due to their mechanism of action, sulfonylureas may cause hypoglycemia and require consistent food intake to decrease this risk. The risk of hypoglycemia is increased in elderly, debilitated and malnourished individuals. Tolbutamide appears to be metabolized in the liver. Tolbutamide and its metabolites are excreted in urine (75-85%) and feces."
DB01125,"Anisindione is a synthetic anticoagulant and an indanedione derivative. Its anticoagulant action is mediated through the inhibition of the vitamin K-mediated gamma-carboxylation of precursor proteins that are critical in forming the formation of active procoagulation factors II, VII, IX, and X, as well as the anticoagulant proteins C and S, in the liver."
DB01128,Bicalutamide is an oral non-steroidal anti-androgen for prostate cancer. It is comprised of a racemic mixture that is a 50:50 composition of the (R)-bicalutamide and (S)-bicalutamide enantionmers. Bicalutamide binds to the androgen receptor.
DB01129,"Rabeprazole is an antiulcer drug in the class of proton pump inhibitors. It is a prodrug - in the acid environment of the parietal cells it turns into active sulphenamide form. Rabeprazole inhibits the H+, K+ATPase of the coating gastric cells and dose-dependent oppresses basal and stimulated gastric acid secretion."
DB01132,"Pioglitazone is an antihyperglycemic used as an adjunct to diet, exercise, and other antidiabetic medications to manage type 2 diabetes mellitus.[L11416,L11419,L11422,L11425] It is administered as a racemic mixture, though there is no pharmacologic difference between the enantiomers and they appear to interconvert _in vivo_ with little consequence.[L11416] The thiazolidinedione class of medications, which also includes [rosiglitazone] and [troglitazone], exerts its pharmacological effect primarily by promoting insulin sensitivity and the improved uptake of blood glucose[L11416] via agonism at the peroxisome proliferator-activated receptor-gamma (PPARγ).[A19757] PPARs are ligand-activated transcription factors that are involved in the expression of more than 100 genes and affect numerous metabolic processes, most notably lipid and glucose homeostasis.[A19759]

Thiazolidinediones, including pioglitazone, have fallen out of favor in recent years due to the presence of multiple adverse effects and warnings regarding their use (e.g. congestive heart failure, bladder cancer) and the availability of safer and more effective alternatives for patients with type 2 diabetes mellitus.[L11461]"
DB01133,"Tiludronate, or (4-chlorophenyl)thio-methylene-1,1-bisphosphonate, is a first generation bisphosphonate similar to [etidronic acid] and [clodronic acid].[A1923,A203111] These drugs were developed to mimic the action of pyrophosphate, a regulator of calcification and decalcification.[A1923] Tiludronic acid was first described in the literature in 1988 as a potential treatment for Paget's disease of bone.[A202235]

Tiludronic acid was granted FDA approval on 7 March 1997.[L4763]"
DB01136,"Carvedilol is a racemic mixture where the S(-) enantiomer is both a beta and alpha-1 adrenoceptor blocker, and the R(+) enantiomer is an alpha-1 adrenoceptor blocker.[L7889,L7892] It is currently used to treat heart failure, left ventricular dysfunction, and hypertension.[L7889,L7892] The dual action of carvedilol is advantageous in combination therapies as moderate doses of 2 drugs have a decreased incidence of adverse effects compared to high dose monotherapy in the treatment of moderate hypertension.[A182306]

Carvedilol was granted FDA approval on 14 September 1995.[L7889]"
DB01137,"Levofloxacin is a fluoroquinolone antibiotic and the optical S-(-) isomer of racemic [ofloxacin].[A190663] It reportedly carries 8 to 128-fold more activity against both gram-negative and gram-positive bacteria compared to R-(+)-ofloxacin[A190663] and remains stereochemically stable following administration (i.e. it does not invert to the inactive isomer).[L11638] Levofloxacin, along with other quinolones such as [gatifloxacin] and [moxifloxacin], is a member of the third generation of fluoroquinolones, colloquially referred to as the ""respiratory quinolones"" due to improved activity against gram-positive bacteria commonly implicated in respiratory infections.[A31453,A190756]

Levofloxacin was first approved by the FDA in 1996, and was approved in Canada and several South American countries soon after.[A190663]"
DB01142,"Doxepin is a psychotropic agent with antidepressant and anxiolytic properties.[T559] It is a tertiary amine that can be presented as (E) and (Z) stereoisomers with the (Z) stereoisomer corresponding to [cidoxepin]. Doxepin commonly produces a 5:1 (E):(Z) racemic mixture.[T83] 

In a strict sense, doxepin is not a tricyclic antidepressant but it is commonly associated with the class since it shares a lot of properties with members of the drug family including [amitriptyline], [clomipramine], [desipramine], [imipramine], [nortriptyline], [protriptyline] and [trimipramine].[L5977] 

Doxepin was developed by Pfizer and FDA approved in 1969 as an antidepressant.[L5971] However, in 2010 it was approved for the treatment of insomnia. The latter indication was presented by Pernix Therapeutics.[L5974]"
DB01143,A phosphorothioate proposed as a radiation-protective agent. It causes splenic vasodilation and may block autonomic ganglia.
DB01148,A drug that has been used in various urinary syndromes and as an antispasmodic. Its therapeutic usefulness and its mechanism of action are not clear. It may have local anesthetic activity and direct relaxing effects on smooth muscle as well as some activity as a muscarinic antagonist. [PubChem]
DB01151,"Desipramine hydrochloride is a dibenzazepine-derivative tricyclic antidepressant (TCA). TCAs are structurally similar to phenothiazines. They contain a tricyclic ring system with an alkyl amine substituent on the central ring. In non-depressed individuals, desipramine does not affect mood or arousal, but may cause sedation. In depressed individuals, desipramine exerts a positive effect on mood. TCAs are potent inhibitors of serotonin and norepinephrine reuptake. Secondary amine TCAs, such as desipramine and nortriptyline, are more potent inhibitors of norepinephrine reuptake than tertiary amine TCAs, such as amitriptyline and doxepine. TCAs also down-regulate cerebral cortical &beta;-adrenergic receptors and sensitize post-synaptic serotonergic receptors with chronic use. The antidepressant effects of TCAs are thought to be due to an overall increase in serotonergic neurotransmission. TCAs also block histamine-H<sub>1</sub> receptors, &alpha;<sub>1</sub>-adrenergic receptors and muscarinic receptors, which accounts for their sedative, hypotensive and anticholinergic effects (e.g. blurred vision, dry mouth, constipation, urinary retention), respectively. See toxicity section below for a complete listing of side effects. Desipramine exerts less anticholinergic and sedative side effects compared to tertiary amine TCAs, such as amitriptyline and clomipramine. Desipramine may be used to treat depression, neuropathic pain (unlabeled use), agitation and insomnia (unlabeled use) and attention-deficit hyperactivity disorder (unlabeled use)."
DB01156,"Bupropion (also known as the brand name product Wellbutrin®) is a norepinephrine/dopamine-reuptake inhibitor (NDRI) used most commonly for the management of Major Depressive Disorder (MDD), Seasonal Affective Disorder (SAD), and as an aid for smoking cessation. Bupropion exerts its pharmacological effects by weakly inhibiting the enzymes involved in the uptake of the neurotransmitters norepinephrine and dopamine from the synaptic cleft, therefore prolonging their duration of action within the neuronal synapse and the downstream effects of these neurotransmitters. More specifically, bupropion binds to the norepinephrine transporter (NET) and the dopamine transporter (DAT).[A6399,A178810]

Bupropion was originally classified as an ""atypical"" antidepressant because it does not exert the same effects as the classical antidepressants such as Monoamine Oxidase Inhibitors (MAOIs), Tricyclic Antidepressants (TCAs), or Selective Serotonin Reuptake Inhibitors (SSRIs). While it has comparable effectiveness to typical first-line options for the treatment of depression such as SSRIs,[A178798,A178804] bupropion is a unique option for the treatment of MDD as it lacks any clinically relevant serotonergic effects, typical of other mood medications, or any effects on histamine or adrenaline receptors.[A6399,A178840] Lack of activity at these receptors results in a more tolerable side effect profile; bupropion is less likely to cause sexual side effects, sedation, or weight gain as compared to SSRIs or TCAs, for example.[A178804,A178807]

When used as an aid to smoking cessation, bupropion is thought to confer its anti-craving and anti-withdrawal effects by inhibiting dopamine reuptake, which is thought to be involved in the reward pathways associated with nicotine, and through the antagonism of the nicotinic acetylcholinergic receptor.[A178825,A1966,A16508] A Cochrane Review of meta-analyses of available treatment modalities for smoking cessation found that abstinence rates approximately doubled when bupropion was used as compared to placebo, and was found to have similar rates of smoking cessation as [nicotine] replacement therapy (NRT).[A178816]

Bupropion is sometimes used as an add-on agent to first-line treatments of depression such as selective serotonin reuptake inhibitor (SSRI) medications when there is a treatment-failure or only partial response.[A178789] Bupropion is also used off-label for the management of Attention/Deficit-Hyperactivity Disorder (ADHD) in adults with comorbid bipolar depression to avoid mood destabilization caused by typical stimulant medications used for the treatment of ADHD.[F4624]

When used in combination with [naltrexone] in the marketed product ContraveⓇ for chronic weight management, the two components are thought to have effects on areas of the brain involved in the regulation of food intake. This includes the hypothalamus, which is involved in appetite regulation, and the mesolimbic dopamine circuit, which is involved in reward pathways.[L6562] Studies have shown that the combined activity of bupropion and [naltrexone] increase the firing rate of hypothalamic pro-opiomelanocortin (POMC) neurons and blockade of opioid receptor-mediated POMC auto-inhibition, which are associated with a reduction in food intake and increased energy expenditure.[L6562,A179038,A179050] The combination of naltrexone and bupropion was shown to result in a statistically significant weight loss, with a mean change in body weight of -6.3% compared to -1.3% for placebo.[A179047]"
DB01157,A nonclassical folic acid inhibitor through its inhibition of the enzyme dihydrofolate reductase. It is being tested for efficacy as an antineoplastic agent and as an antiparasitic agent against pneumocystis pneumonia in AIDS patients. Myelosuppression is its dose-limiting toxic effect.
DB01161,"Chloroprocaine is an ester local anesthetic commonly available in its salt form, chloroprocaine hydrochloride. Similar to other local anesthetics, it increases the threshold for electrical excitation in nerves by slowing the propagation of the nerve impulse and reducing the rate of rise of the action potential.[L43402] The pharmacological profile of chloroprocaine is characterized by a short latency and duration, similar to the one observed with [lidocaine].[A252952] Chloroprocaine can be given as an injection, and is available in formulations with and without methylparaben as a preservative. Both can be given as intrathecal injections for peripheral and central nerve block, but only the preservative-free formulation can be used for lumbar and caudal epidural blocks.[A252952,L43382] Topical chloroprocaine for ophthalmic use was approved by the FDA in September 2022 for ocular surface anesthesia.[L43387]"
DB01162,"Terazosin is a quinazoline derivative alpha-1-selective adrenergic blocking agent indicated for benign prostatic hyperplasia and hypertension[FDA Label][A176831]. Terazosin blocks adrenaline's action on alpha-1 adrenergic receptors, causing relaxation of smooth muscle in blood vessels and the prostate[A176837]."
DB01165,"A synthetic fluoroquinolone (fluoroquinolones) antibacterial agent that inhibits the supercoiling activity of bacterial DNA gyrase, halting DNA replication."
DB01167,"First synthesized in the early 1980s, itraconazole is a broad-spectrum triazole antifungal agent used to treat a variety of infections.[A34257] It is a 1:1:1:1 racemic mixture of four diastereomers, made up of two enantiomeric pairs, each possessing three chiral centers.[L50051] Itraconazole was first approved in the US in 1992 [L50056] and is available orally. While the intravenous formulation of the drug was formerly available, it was discontinued in the US in 2007.[A263232]"
DB01169,"Arsenic trioxide is a chemotherapeutic agent of idiopathic function used to treat leukemia that is unresponsive to first line agents. It is suspected that arsenic trisulfide induces cancer cells to undergo apoptosis. In general, arsenic is known to be a naturally toxic substance capable of eliciting a variety of dangerous adverse effects. The enzyme thioredoxin reductase has recently been identified as a target for arsenic trioxide."
DB01170,An antihypertensive agent that acts by inhibiting selectively transmission in post-ganglionic adrenergic nerves. It is believed to act mainly by preventing the release of norepinephrine at nerve endings and causes depletion of norepinephrine in peripheral sympathetic nerve terminals as well as in tissues. [PubChem]
DB01173,A muscarinic antagonist used to treat drug-induced parkinsonism and to relieve pain from muscle spasm.
DB01174,"A barbituric acid derivative that acts as a nonselective central nervous system depressant. It promotes binding to inhibitory gamma-aminobutyric acid subtype receptors, and modulates chloride currents through receptor channels. It also inhibits glutamate induced depolarizations."
